id,ticker,price,volatility,drift
649,PBSK,25.309999,0.01127,0.000295
650,OPHC,4.37,0.058775,0.001152
651,ZDPY,0.79,0.098328,0.004028
652,CGKEY,25.32,0.01201,3.3e-05
653,AIRT,24.24,0.041664,0.000977
654,KRO,9.95,0.0235,0.000291
655,RCL,56.970001,0.024445,0.00034
656,FPT,93100.0,0.01352,0.00029
657,TV,4.805,0.019779,0.000154
658,APOG,45.740002,0.022175,0.00046
659,CAKE,32.299999,0.019878,0.000345
660,DIOD,86.870003,0.038167,0.000984
661,MELI,875.119995,0.025955,0.000814
662,LVWD,0.18,0.133549,0.008771
663,GS-PJ,24.601299,0.005447,1.2e-05
664,HNRG,8.6,0.050151,0.001343
665,GWLLY,12.95,0.025287,0.000439
666,PKG,134.904999,0.023424,0.000344
667,PHG,14.0799,0.017048,0.000242
668,CFFI,60.400002,0.021392,0.000314
669,ICUI,153.889999,0.021904,0.000457
670,CRBJF,4.2,0.031239,0.00058
671,HTNGF,0.65,0.014242,-0.000231
672,JLL,162.669998,0.018253,0.000304
673,PZE,11.33,0.019593,0.000254
674,WTKWY,110.540001,0.014698,0.000183
675,FIBK,40.810001,0.013395,0.000236
676,INFI,0.475,0.037791,0.00026
677,MMP,49.967999,0.012983,0.000258
678,PROV,14.68,0.01927,0.000268
679,FAM,5.9048,0.008401,-9.9e-05
680,SEED,9.9205,0.037302,0.000529
681,CIHKY,26.18,0.017594,0.000268
682,LEO,6.2312,0.008266,9e-06
683,IPOAF,13.73,0.028603,0.00049
684,SYF,35.125,0.017609,0.000189
685,APAM,32.4146,0.015283,0.0001
686,FRCOY,61.43,0.01509,0.000299
687,CII,17.950001,0.010391,4.2e-05
688,CWAY,28.24,0.009348,0.000446
689,TR,44.93,0.012807,0.000332
690,USB,43.110001,0.024284,0.000386
691,BKCC,3.73,0.022024,6.5e-05
692,ISBC,13.87,0.013401,0.000234
693,BTF,6.695,0.030483,-0.001869
694,BRK-A,463914.4375,0.042233,0.001006
695,SMTC,29.76,0.032146,0.000689
696,CABGY,25.68,0.012491,0.000162
697,PKI,142.214996,0.029281,0.00054
698,ACTA,1.0,0.045958,0.000472
699,WRE,19.17,0.012329,0.000188
700,CET,34.506001,0.011779,0.000155
701,EVOL,1.45,0.040342,0.000551
702,KERX,3.36,0.048193,0.001049
703,ILMN,206.710007,0.034565,0.000675
704,CSUAY,11.44,0.018872,9.9e-05
705,SSNC,51.880001,0.013874,0.000388
706,CTRYF,0.39,0.026497,0.000249
707,MZOR,58.23,0.023054,0.000933
708,DENN,10.31,0.032183,0.00052
709,IUSPF,12.75,0.008196,-1e-06
710,SCHL,37.689999,0.017271,0.000218
711,PFBC,73.32,0.021046,0.000238
712,UAL,43.709999,0.029255,0.000437
713,INTH,0.012,0.237921,0.024753
714,LULU,324.945007,0.022916,0.000683
715,BNK,802.890015,0.018403,-0.002439
716,ACDVF,13.862,0.02581,0.000464
717,ENB,39.110001,0.011613,0.000233
718,HP,48.080002,0.018892,0.000248
719,PSX,99.440002,0.019287,0.000254
720,GAB,5.735,0.011912,4.9e-05
721,SWKS,94.510002,0.032871,0.000588
722,FNHC,0.019,0.056646,0.001133
723,NTCT,34.895,0.029769,0.000534
724,LTRPA,0.7145,0.033888,-0.000378
725,BGAOY,1.85,0.01662,-7.6e-05
726,PLAY,35.580002,0.029082,0.000602
727,JPI,19.15,0.008085,-1.8e-05
728,TIACF,0.4649,0.043979,0.001078
729,DCTH,3.69,0.067647,-0.000213
730,ACN,291.320007,0.024485,0.000437
731,HA,12.86,0.033045,0.000695
732,FFIN,35.639999,0.017192,0.000378
733,OCLR,8.26,0.036172,0.000445
734,HNLGF,1.54,0.011907,-0.000116
735,DNB,12.965,0.015488,-0.000412
736,XLEFF,0.165,0.067185,0.00227
737,SMFKY,36.75,0.022914,0.000389
738,HUM,530.570007,0.028023,0.000489
739,LBRDA,88.194801,0.014018,0.000168
740,WSBC,38.41,0.017959,0.000228
741,FMC,125.650002,0.01484,0.000346
742,BFZ,10.985,0.006899,-5e-06
743,DUAVF,168.906006,0.014452,0.000228
744,EVN,10.17,0.0082,1e-06
745,GWRE,63.849998,0.01657,0.000382
746,ARKR,18.299999,0.027089,0.000404
747,BUSE,25.1,0.018104,0.000132
748,NSC,248.529999,0.026141,0.000406
749,ZBRA,251.080002,0.019261,0.00045
750,DVN,60.869999,0.020792,0.000354
751,WFAFY,16.110001,0.115409,0.006672
752,KYE,9.89,0.027577,-0.000639
753,MIUFY,8.48,0.028095,3.9e-05
754,AAWW,100.599998,0.021778,0.000378
755,UIHC,0.4404,0.027652,1.4e-05
756,ADMA,3.635,0.035055,0.000472
757,VPG,39.470001,0.027238,0.000302
758,ALPMY,15.51,0.013593,0.000204
759,SIEN,0.2674,0.040591,-0.0002
760,LMDCF,0.061,0.09019,0.003734
761,CUZ,24.780001,0.017852,0.000261
762,ELUXY,28.34,0.019534,0.000218
763,ENS,75.18,0.022754,0.000356
764,CMS,62.959999,0.013693,0.000128
765,KRYAF,88.559998,0.015338,-0.000409
766,SCTBF,8.0,0.012531,9e-05
767,MMD,16.51,0.007528,-9e-06
768,BLKB,57.615002,0.017807,0.000365
769,SILC,44.599998,0.04225,0.00104
770,WES,26.059999,0.022177,0.000234
771,COL,0.05,0.081925,0.002992
772,CINSF,0.81,0.01191,-6.2e-05
773,EA,123.760002,0.040927,0.000947
774,VCISY,25.57,0.016483,0.000192
775,DSGX,70.0,0.027449,0.000557
776,ENGIY,15.18,0.015617,-7.5e-05
777,ORIG,27.780001,0.057183,-0.000698
778,YNDX,18.940001,0.022308,0.000143
779,ACHC,83.089996,0.044204,0.001063
780,CODI,17.559999,0.015968,0.000146
781,WLK,107.470001,0.018863,0.000469
782,BNGRF,60.799999,0.008428,2e-05
783,DBL,14.596,0.007386,-7.1e-05
784,ABMD,380.350006,0.041794,0.000992
785,CFRX,0.1248,0.051543,-0.000126
786,DTK,25.48,0.014201,0.000103
787,SGU,10.3,0.022633,0.0002
788,KGNR,1.4,0.15392,0.011507
789,HFWA,30.950001,0.015334,0.000173
790,ABLT,127.0,0.06524,0.002763
791,EXPGY,35.779999,0.014692,0.000302
792,ANR,11.35,0.123406,0.010382
793,FNF,37.48,0.017428,0.000203
794,HKHHY,38.509998,0.011204,0.000129
795,VRTB,2450.0,0.055418,0.001406
796,ATSG,27.440001,0.033884,0.001037
797,EMN,85.605003,0.016704,0.000171
798,LNG,161.5,0.046142,0.001196
799,EXLS,180.240005,0.018672,0.000473
800,LBBB,10.16,0.000955,6.9e-05
801,UTSI,4.6395,0.032943,0.000136
802,SOR,37.605,0.011076,0.000103
803,HURN,75.739998,0.023623,0.000433
804,SURRY,3.19,0.020302,-0.000128
805,NAUH,0.1,0.077184,0.002412
806,BLMN,21.445,0.021087,0.00034
807,FISI,23.969999,0.02081,0.000261
808,WCN,139.839996,0.029032,0.000581
809,NIO,12.35,0.04486,0.001343
810,BUD,59.555,0.012571,0.000144
811,REIS,22.99,0.018866,0.000287
812,LOAN,5.6,0.032328,0.000507
813,CCXI,51.990002,0.042597,0.001204
814,QUIK,5.4385,0.038933,0.000447
815,PH,290.809998,0.025033,0.000413
816,IUTCF,12.6,0.015583,4.3e-05
817,GEVO,1.87,0.055626,-0.000267
818,MDC,32.049999,0.028475,0.000617
819,EFX,198.699997,0.031232,0.000626
820,MTLS,9.46,0.028078,0.000338
821,BR,144.550003,0.020821,0.000348
822,TJX,78.349998,0.016595,0.0004
823,ZNH,33.849998,0.023908,0.000305
824,MRAAY,13.38,0.018217,0.00033
825,CAA,53.119999,0.025249,0.000349
826,CEA,22.2299,0.023843,0.000319
827,BPCGF,0.12,0.048812,0.000373
828,UTHR,278.790009,0.02246,0.000567
829,SCTY,0.05,0.128505,0.00474
830,FUND,8.2,0.01782,0.000178
831,CPG,6.705,0.023615,0.000245
832,BWG,8.34,0.00751,-0.000134
833,TA,45.775501,0.032286,0.000373
834,HYI,12.16,0.006968,-5.7e-05
835,EBIX,21.584999,0.046855,0.001076
836,CATY,43.16,0.022096,0.000391
837,AIRI,4.9,0.088641,0.003328
838,JHS,10.91,0.009353,4.1e-05
839,KED,18.450001,0.018365,0.000307
840,SMP,35.935001,0.019906,0.000338
841,GARPF,0.2,0.023284,6e-05
842,ACLS,82.934998,0.033406,0.000533
843,MKTX,283.660004,0.03105,0.000652
844,FFC,15.1492,0.013103,3.6e-05
845,KODK,3.76,0.0446,0.000643
846,VGM,9.974,0.006756,-3e-06
847,TMST,17.6,0.031543,0.000325
848,THYCF,14.41,0.01607,9e-05
849,BHE,28.0,0.020038,0.000364
850,RFP,21.025,0.025059,0.000306
851,KST,12.6015,0.005703,0.000293
852,TNC,61.939999,0.017557,0.00028
853,AMTX,4.09,0.093648,0.004106
854,KB,40.52,0.017693,0.000183
855,JPC,7.4401,0.011787,-2e-06
856,CNXR,0.345,0.059416,-0.000175
857,NVO,129.255005,0.032248,0.000664
858,TUIFF,1.76,0.02588,1.2e-05
859,BDSI,5.59,0.036981,0.000723
860,VGI,7.88,0.0086,-0.000134
861,BSL,12.4908,0.008099,-4.2e-05
862,BYBK,13.3,0.025826,0.000377
863,MU,54.055,0.035605,0.000701
864,MCHX,1.75,0.028041,0.000238
865,BERY,60.610001,0.013549,0.000361
866,BA,186.410004,0.01441,0.000302
867,RITT,0.02,0.112274,0.005597
868,MKC,85.514999,0.013497,0.000311
869,LXU,14.075,0.037147,0.000773
870,NXN,11.5,0.007383,1e-05
871,BKUT,529.75,0.017463,0.000284
872,VEEV,174.880005,0.019019,0.000512
873,GCBC,72.775002,0.022733,0.000559
874,GPI,191.779999,0.028538,0.000515
875,NPSNY,31.549999,0.019764,0.000636
876,GILT,5.4,0.026349,8.7e-05
877,CWT,63.43,0.014859,0.00028
878,ASUR,8.0304,0.042404,0.000745
879,HMY,3.345,0.02804,0.000364
880,AFCB,48.25,0.018536,0.000498
881,VTR,45.439999,0.019273,0.000202
882,EFT,11.344,0.008919,-2.2e-05
883,NMFC,12.68,0.011595,6e-05
884,SAFT,84.377502,0.013835,0.000288
885,KACPF,9.0,0.004965,2.2e-05
886,CHKGF,5.91,0.016554,3e-06
887,CCRN,29.395,0.024379,0.000332
888,LAYN,15.41,0.026956,0.000424
889,QRVO,97.925003,0.019649,0.000237
890,DX,13.145,0.024222,0.000205
891,CGMBF,0.28728,0.012258,-9.9e-05
892,GSIT,2.23,0.023237,0.000156
893,FRA,11.46,0.008329,-2.3e-05
894,SWZ,7.82,0.011294,6.7e-05
895,SCMWY,54.889999,0.010614,0.000105
896,MNP,11.9,0.006724,7e-06
897,LNT,55.794998,0.016954,0.000181
898,ENTG,69.589996,0.024757,0.000471
899,GRR,10.92,0.025579,-0.000861
900,PSA-PQ,16.895,0.007718,-0.000547
901,CRCBY,17.691,0.006306,-0.000217
902,FOSUF,0.75,0.022265,0.000246
903,FWRD,107.845001,0.022308,0.000485
904,SU,29.985001,0.049359,0.001374
905,CRVS,0.9895,0.041956,7.7e-05
906,GENE,1.15,0.056769,0.001008
907,LPTH,1.1126,0.051888,0.001081
908,AVG,15.166,0.0,0.062299
909,SAP,107.839996,0.021656,0.000311
910,CPRT,63.84,0.03685,0.000866
911,DHF,2.287,0.010759,-9.4e-05
912,CTRE,19.620001,0.018109,0.000191
913,RLJE,6.25,0.048879,0.000798
914,GME,22.825001,0.033973,0.000792
915,SCOR,1.28,0.027719,1.9e-05
916,ALLT,3.09,0.023786,9.2e-05
917,MFC,17.645,0.014876,0.000202
918,USLM,149.199997,0.029191,0.00061
919,CBU,61.974998,0.015899,0.000275
920,ARMK,41.630001,0.016453,0.000294
921,PAI,11.899,0.009308,5.3e-05
922,CHSCP,28.125,0.006716,3e-05
923,CHRW,96.010002,0.025103,0.000389
924,IEP,50.119999,0.016873,0.000207
925,HERB,0.1639,0.217105,0.023318
926,TWER,0.15,0.100335,0.003762
927,UFPT,117.530098,0.040101,0.001014
928,DERM,1.62,0.04678,-0.002001
929,CREG,2.87,0.067664,0.001737
930,EAT,34.02,0.019363,0.000388
931,FLC,15.8801,0.011567,2e-05
932,TEL,122.073997,0.017675,0.000233
933,CALL,14.9,0.013805,-6.1e-05
934,STRA,78.980003,0.020167,0.000386
935,KLAC,389.230011,0.024629,0.000611
936,ESIO,29.99,0.025299,0.0004
937,PRAA,33.470001,0.018471,0.00036
938,UDR,39.849998,0.013121,0.000234
939,EXPD,111.519997,0.017756,0.000519
940,WY,31.844999,0.015468,0.00013
941,WEFIF,6.755,0.011892,-5.3e-05
942,MYJ,13.94,0.011912,0.000119
943,CYAN,1.11,0.049914,0.001194
944,MONDY,35.595001,0.017609,-0.000215
945,JBT,91.910004,0.020393,0.000473
946,TESS,5.035,0.028185,0.000373
947,ACET,11.02,0.053959,0.00045
948,ISIG,8.9,0.047343,0.001047
949,ARCK,11.1,0.00495,0.000255
950,PRTA,61.525002,0.035706,0.001041
951,ELPQF,5.15,0.015726,9.1e-05
952,TKAMY,6.087,0.021679,-0.000128
953,ALGN,195.735001,0.03276,0.000645
954,SVMLF,0.25,0.370571,0.065778
955,ATASY,11.5,0.017463,0.00014
956,UCTT,36.220001,0.028311,0.000575
957,JEXYF,0.86,0.014273,9.8e-05
958,RSG,135.925003,0.020585,0.000268
959,LPI,51.189999,0.035716,0.000293
960,ERII,22.040001,0.028737,0.000508
961,QSR,66.245003,0.014992,0.000191
962,HYMTF,30.190001,0.039347,0.000997
963,GF,8.2,0.014193,4.1e-05
964,QRHC,6.59,0.086079,0.003654
965,EXAS,46.169998,0.03455,0.000703
966,CLR,74.269997,0.033187,0.000699
967,IMGN,5.015,0.041516,0.000823
968,NHYDY,7.37,0.016989,0.000272
969,MSCI,494.700012,0.016433,0.000539
970,UNFI,39.200001,0.022745,0.000393
971,DNP,11.3,0.009364,5e-05
972,BGR,12.01,0.01416,1.9e-05
973,GLAD,9.8801,0.01767,0.000102
974,MSA,135.229996,0.017281,0.000384
975,RBA,56.297501,0.013711,0.000317
976,CHNR,0.3701,0.074758,0.002543
977,BBOX,1.09,0.025899,0.000185
978,CSBK,15.65,0.013594,0.000122
979,GIS,86.620003,0.02692,0.000433
980,PEGA,36.25,0.031784,0.000637
981,PFO,9.176,0.013276,6.8e-05
982,BLRX,0.695,0.037911,-9.9e-05
983,ABT,108.690002,0.03278,0.000624
984,KVHI,10.36,0.033024,0.000579
985,KAR,13.49,0.017173,0.000322
986,CMRX,1.955,0.039913,0.000376
987,PBR,10.045,0.023015,0.000306
988,RDI,2.925,0.023406,0.000225
989,FFWM,14.355,0.015699,0.000224
990,ARDC,11.86,0.007341,-7.4e-05
991,ITIC,153.970001,0.029265,0.000591
992,RUSHA,49.59,0.019209,0.000481
993,WPC,79.099998,0.012277,0.000179
994,DE,434.259186,0.029668,0.000507
995,PCF,6.8998,0.011623,4.7e-05
996,EML,21.749901,0.016311,0.000247
997,AMBA,78.434998,0.025945,0.000817
998,PYN,7.4205,0.009751,-2.2e-05
999,RHDGF,0.135,0.049113,0.001178
1000,OII,13.755,0.028683,0.000487
1001,CCI,139.998001,0.027605,0.000446
1002,HAL,33.805,0.021153,0.000252
1003,AMWD,54.32,0.030898,0.000598
1004,CLMT,14.3,0.026913,0.000311
1005,LOPE,103.129997,0.016457,0.000465
1006,AXXTF,0.6741,0.038928,0.000494
1007,NURO,1.5701,0.046238,-0.000118
1008,PACB,9.3,0.034772,0.000511
1009,BWMG,0.0156,0.166139,0.011891
1010,CBD,3.21,0.023718,0.000255
1011,AZPN,217.789993,0.029706,0.000672
1012,SLM,16.74,0.018702,0.000393
1013,IVSXF,19.5,0.02279,0.000282
1014,HTBI,24.73,0.013539,0.000242
1015,SKM,21.059999,0.018742,0.00017
1016,JVA,2.1737,0.030975,0.000386
1017,INBK,26.700001,0.021786,0.000336
1018,OSIS,84.900002,0.027825,0.000528
1019,TNH,83.959999,0.021608,0.000336
1020,LTBR,4.51,0.050131,0.00082
1021,RICK,84.449997,0.039652,0.000968
1022,TEN,19.99,0.028794,0.000414
1023,VMC,181.270004,0.031479,0.000574
1024,KND,9.0,0.023559,0.000245
1025,OCN,33.34,0.028919,0.000344
1026,ANY,0.329,0.060287,0.000469
1027,CAH,78.400002,0.028236,0.000471
1028,FSFF,11975.0,0.009639,0.000264
1029,FR,49.310001,0.018214,0.000217
1030,DOX,88.849998,0.021187,0.000299
1031,ALK,45.27,0.029663,0.000503
1032,SIMO,66.279999,0.023963,0.000496
1033,LSTR,171.460007,0.016541,0.000447
1034,TPVG,12.875,0.023176,0.000234
1035,NDSN,234.729996,0.017257,0.000413
1036,MBUU,55.939999,0.020469,0.000472
1037,NWSA,18.030001,0.013943,0.000132
1038,IESFY,90.410004,0.109335,0.005985
1039,FDUS,19.08,0.019244,0.00023
1040,GNBC,17.139999,0.018082,0.000184
1041,SCGLY,4.685,0.020985,0.000205
1042,WOLWF,23.440001,0.011981,5.7e-05
1043,DMFG,35.75,0.011951,8.7e-05
1044,PHX,3.46,0.02573,0.000464
1045,NRVTF,0.511,0.052258,0.001452
1046,MMU,10.19,0.00778,2.5e-05
1047,SUP,4.1816,0.021266,0.00033
1048,VCEL,23.292999,0.048721,0.000889
1049,HBIO,2.64,0.027386,0.000311
1050,MON,10.04,0.003273,3.3e-05
1051,CMPR,27.700001,0.023372,0.000367
1052,KTF,8.82,0.007407,9e-06
1053,KBCSY,29.344999,0.018508,0.000214
1054,EPD,23.945,0.013041,0.000205
1055,ASML,601.049988,0.040979,0.001046
1056,NGLOY,19.290001,0.022548,0.00045
1057,GXP,31.99,0.009468,9.4e-05
1058,CPLA,104.0,0.018056,0.000405
1059,AHL,42.740002,0.009554,0.000168
1060,BPXXY,4.13,0.042024,0.000508
1061,KMPR,54.0,0.015135,0.000191
1062,LVS,48.02,0.027236,0.000376
1063,BCLI,1.615,0.056899,0.00145
1064,RSNHF,3.64,0.013978,5.5e-05
1065,BMRC,33.77,0.014904,0.000267
1066,MYN,10.06,0.006581,-4e-06
1067,BSI,43400.0,0.026779,0.000685
1068,RYCEY,1.12,0.021569,0.000133
1069,NMIH,19.889999,0.019066,0.000258
1070,SAUHF,116.300003,0.033679,0.000451
1071,KHC,40.125,0.014558,3e-05
1072,KANG,20.540001,0.016354,0.000225
1073,UNTY,27.4,0.025317,0.000433
1074,MMLP,3.22,0.023726,0.000106
1075,KS,0.045,0.08875,0.003734
1076,CME,178.339996,0.029653,0.000543
1077,GGDVF,0.95,0.01632,0.000212
1078,MHI,8.9407,0.007158,-2.7e-05
1079,ACFN,0.35,0.049912,0.001081
1080,AEY,1.335,0.045356,0.000808
1081,NGVC,9.56,0.023504,0.000155
1082,IDXX,421.309998,0.039272,0.000963
1083,SMTUF,8.755,0.012425,-9.1e-05
1084,YACAF,3.97,0.05921,0.002193
1085,AMAT,107.599998,0.045876,0.001167
1086,SEBYF,63.728889,0.013885,4e-05
1087,CHCO,94.790001,0.026539,0.000415
1088,SRCL,50.970001,0.017734,0.000389
1089,JACK,69.209999,0.018551,0.000314
1090,TRGNF,2.15,0.019683,0.000211
1091,INO,1.84,0.049976,0.00096
1092,CBX,25.0,0.0,0.0
1093,AVT,43.07,0.016143,0.000253
1094,REFR,2.1806,0.036452,0.000627
1095,SXT,73.440002,0.012937,0.000272
1096,QNST,12.8,0.024312,0.000271
1097,NEV,12.51,0.007375,-1e-06
1098,VCV,9.92,0.007334,-1e-06
1099,BCC,72.419998,0.018868,0.000389
1100,BFAM,66.110001,0.013998,0.000272
1101,MMT,4.5522,0.010004,6e-06
1102,ISD,12.4,0.006396,-6.9e-05
1103,SKPI,0.05,0.161362,0.012689
1104,DCI,59.5,0.013602,0.000348
1105,KBAL,6.32,0.020102,0.00028
1106,FCB,33.580002,0.011032,0.000283
1107,SLG,35.064999,0.018229,0.000177
1108,FKKFY,9.699,0.020966,0.000302
1109,EDD,4.3992,0.010736,-0.000135
1110,IHCPF,10.0,0.014888,0.000148
1111,FPF,17.200001,0.010446,-2.3e-05
1112,AACAY,2.225,0.023123,0.000228
1113,ACTG,3.71,0.030186,0.000464
1114,BLW,13.0908,0.008321,-9e-06
1115,CIO,9.16,0.013651,2.2e-05
1116,AOSL,31.674999,0.02246,0.00034
1117,WMK,86.349998,0.01153,0.000213
1118,FOJCY,3.2,0.060258,0.001726
1119,KIO,11.246,0.008211,-8.7e-05
1120,MTSFF,19.15,0.011737,1.7e-05
1121,MXE,8.8923,0.016177,0.000114
1122,AAON,79.440002,0.024855,0.000751
1123,MPRWP,100.0,0.01229,0.000129
1124,CMLS,7.0823,0.034113,0.000156
1125,TCLCF,11.9476,0.013074,9.5e-05
1126,MLNK,13.86,0.022026,-0.00069
1127,MSLOF,24.34,0.030569,0.00065
1128,SIVB,225.070007,0.04133,0.000961
1129,TAIT,3.53,0.041343,0.000803
1130,CLPBY,11.83,0.012529,0.000197
1131,AME,140.440002,0.025774,0.000445
1132,FRMC,0.07,1.125938,0.685217
1133,IPWR,10.2338,0.046257,0.000711
1134,COLM,87.860001,0.018921,0.00037
1135,CBSH,67.68,0.024889,0.000419
1136,PAG,125.324997,0.02551,0.000401
1137,RBGLY,14.39,0.013566,0.000163
1138,WING,155.470001,0.020264,0.000636
1139,OC,92.629997,0.018369,0.000315
1140,MMYT,28.674999,0.024216,0.000336
1141,CHE,518.530029,0.013292,0.00025
1142,GOGO,15.495,0.032226,0.000513
1143,BXP,66.334999,0.01536,0.000142
1144,KRG,21.875,0.020162,0.000109
1145,NIPMY,12.03,0.012141,-7.3e-05
1146,DXYN,1.0601,0.03619,0.00049
1147,FBC,37.540001,0.02765,0.000223
1148,CALA,1.5141,0.044098,-0.000216
1149,GVDNY,64.650002,0.015236,0.000341
1150,VIV,6.97,0.018634,6e-05
1151,GNTX,27.309999,0.022489,0.000554
1152,AVY,176.419998,0.024124,0.000344
1153,GRX,10.14,0.011404,0.000104
1154,ALOG,83.949997,0.024428,0.000531
1155,PULS,49.075001,0.000722,-8e-06
1156,PSEC,7.2624,0.01729,0.00011
1157,PNC,154.789993,0.015217,0.000314
1158,CB,216.225006,0.014451,0.000312
1159,CIM,6.5442,0.028439,0.000244
1160,LPNT,64.989998,0.018833,0.000373
1161,ULTA,469.890015,0.021389,0.000577
1162,VSEC,44.874802,0.028697,0.000645
1163,IBM,147.589996,0.014621,0.000147
1164,HIMX,7.26,0.028746,0.000386
1165,UMBF,81.480003,0.014643,0.000248
1166,AOD,8.175,0.012017,-0.000138
1167,TBBK,28.950001,0.025374,0.00039
1168,WNDLF,92.5,0.015818,0.000143
1169,EHI,7.4094,0.008925,-3.2e-05
1170,NTIOF,68.915001,0.011893,0.000191
1171,PSMMY,30.834999,0.019497,0.000123
1172,FMX,79.040001,0.015069,0.000265
1173,HLIT,13.465,0.033348,0.000599
1174,FBHS,60.830002,0.022975,0.00036
1175,VSTM,0.45,0.037591,0.000123
1176,AMSWA,14.4503,0.028837,0.000474
1177,MSFT,250.75,0.049975,0.001392
1178,MPA,11.14,0.006846,4e-06
1179,GWW,586.190002,0.02962,0.000512
1180,BYFC,0.88,0.038701,0.000624
1181,EMMS,3.25,0.041679,0.000555
1182,BDOUY,21.165001,0.034449,0.000556
1183,MSM,84.040001,0.016885,0.000286
1184,OLED,114.870003,0.031512,0.00073
1185,CBAY,4.05,0.045731,0.000998
1186,PAM,26.328501,0.022229,0.000352
1187,JXSB,33.650002,0.022271,0.000362
1188,NEON,4.81,0.065306,0.001717
1189,EE,27.34,0.028618,0.000317
1190,NVCN,8.7,0.072664,0.001816
1191,REGN,738.880005,0.037268,0.000768
1192,MOFG,33.744999,0.017592,0.000243
1193,NEOG,15.26,0.032748,0.000646
1194,MRCC,8.9695,0.014343,5e-06
1195,AOS,57.755001,0.014515,0.000309
1196,BFIN,9.68,0.015626,8.5e-05
1197,NTRR,0.011,0.144722,0.007422
1198,NCLH,15.61,0.025818,0.000302
1199,HDP,14.68,0.029456,0.000193
1200,SMSI,2.14,0.048903,0.000955
1201,VICR,54.529999,0.027705,0.000579
1202,HALO,57.490002,0.028335,0.000677
1203,WIT,4.764,0.019678,0.000272
1204,UMC,7.145,0.021515,0.00017
1205,SYK,248.149994,0.015864,0.000527
1206,DSITF,0.9525,0.022583,-0.000279
1207,LUNA,7.94,0.0387,0.000783
1208,HMN,37.150002,0.015963,0.000218
1209,UTI,5.9847,0.024075,0.000135
1210,OMEX,3.5701,0.054109,0.001475
1211,TRQ,31.415001,0.028033,0.000304
1212,STGPF,1.94,0.06058,0.00172
1213,PLBC,36.619999,0.039264,0.000893
1214,BCMXY,13.95,0.011805,0.000104
1215,CTRN,30.280001,0.025585,0.000393
1216,CRZBY,8.19,0.023653,4.4e-05
1217,CZNC,23.93,0.017435,0.000207
1218,CM,41.866699,0.013649,0.000132
1219,AMKBY,10.305,0.017663,0.000202
1220,ICLD,0.01025,0.114058,0.003901
1221,EQIX,675.960022,0.029685,0.000456
1222,CG,29.6525,0.016385,0.00019
1223,BGMD,0.011,0.126154,0.006461
1224,AXTI,4.985,0.034483,0.000534
1225,SLRC,15.025,0.012923,5.6e-05
1226,GRSXY,19.610001,0.008981,0.000128
1227,TRAUF,9.266,0.015918,0.000162
1228,SFE,3.055,0.02808,0.000447
1229,JFR,8.2874,0.008912,-3e-05
1230,INTC,28.115499,0.017554,0.000361
1231,AWH,0.3301,0.083622,0.002884
1232,RYAAY,78.139999,0.028199,0.000527
1233,SBKO,14.05,0.021836,0.000388
1234,CBI,0.05,0.091569,0.003947
1235,CSTE,5.98,0.020043,8.8e-05
1236,RMTI,0.99,0.046397,0.000749
1237,TWI,13.64,0.027405,0.000435
1238,ATRA,4.335,0.039552,0.000581
1239,MOV,31.27,0.022415,0.000396
1240,MZDAY,3.8498,0.019139,0.0001
1241,FOLD,12.04,0.033493,0.000525
1242,SPXX,17.58,0.009525,3.8e-05
1243,HSKA,66.370003,0.04318,0.000911
1244,RMCF,5.9,0.030107,0.000494
1245,MCO,289.049988,0.014806,0.000361
1246,DXLG,6.34,0.04318,0.000938
1247,GK,16.5,0.016347,-0.000455
1248,WM,166.110001,0.028211,0.00047
1249,FALC,1.05,0.078536,0.002444
1250,CPICQ,0.0105,0.071176,0.002413
1251,MCRI,81.855003,0.033611,0.000763
1252,TCCO,0.99,0.060065,0.001664
1253,AGRO,7.42,0.016997,8.2e-05
1254,AFB,10.69,0.006651,-1e-05
1255,WAT,339.600006,0.016261,0.000463
1256,MMMKF,0.011,0.0,0.0
1257,TWODY,12.47,0.01977,8.7e-05
1258,BWEN,1.74,0.039933,0.000447
1259,UNM,39.599998,0.020345,0.000239
1260,NTES,68.555,0.039981,0.000998
1261,JGSMY,15.46,0.010679,-2.1e-05
1262,VRTX,313.144989,0.026585,0.000621
1263,FCEL,3.48,0.039412,0.000507
1264,WIX,83.2901,0.024471,0.000628
1265,AR,33.240002,0.028914,0.000312
1266,CEM,32.799999,0.019278,8e-06
1267,TTGPF,1.99,0.023653,0.000233
1268,RNA,11.62,0.035265,-3.2e-05
1269,WCC,122.379997,0.021403,0.000382
1270,CLIR,0.5514,0.041328,0.000479
1271,LGGNY,15.435,0.017495,0.000277
1272,MPFRF,1.5,0.02286,0.000163
1273,TVFCF,6.09,0.019219,0.000108
1274,MCBC,10.88,0.023014,0.000303
1275,TSRI,7.48,0.039861,0.000901
1276,BTO,33.737,0.014594,0.000143
1277,YARIY,21.52,0.019076,0.000297
1278,BCOV,5.13,0.023399,8.3e-05
1279,BCRX,11.065,0.041652,0.000907
1280,INGN,20.98,0.023716,0.000342
1281,DRRX,3.56,0.040175,0.000462
1282,BCX,9.57,0.011018,-6.4e-05
1283,BSAC,15.66,0.014617,0.000132
1284,MOBL,7.04,0.024756,0.000199
1285,MQBKY,115.894997,0.020763,0.000317
1286,TELNY,9.1,0.016825,0.000206
